tweet,clean_tweet,sentiment
"@KompasTV 
MIGRAN CARE HARUS BISA MEMBUKTIKAN KALAU KERANGKENG MANUSIA MILIK BUPATI LANGKAT ADALAH PERBUDAKAN, BUKA… https://t.co/w4mQ2ilsBN",  migran care harus bisa membuktikan kalau kerangkeng manusia milik bupati langkat adalah perbudakan  buka ,Positive
"#KomisiAndaElshinta: Apa yang harus dilakukan untuk mengusut tuntas apa yg sebenarnya dilakukan Bupati Langkat, ter… https://t.co/5AoLlIlPCD", komisiandaelshinta  apa yang harus dilakukan untuk mengusut tuntas apa yg sebenarnya dilakukan bupati langkat  ter ,Positive
BNN memastikan kerangkeng tersebut bukan lah tempat rehabilitasi. https://t.co/m9kpgyIrHJ,bnn memastikan kerangkeng tersebut bukan lah tempat rehabilitasi  ,Neutral
Nadine Chandrawinata Geram Lihat Kasus Kerangkeng Bupati Langkat https://t.co/Mm9vSdLkcz,nadine chandrawinata geram lihat kasus kerangkeng bupati langkat ,Negative
"KPK geledah rumah Bupati Langkat.
https://t.co/XFP8pWM1Om",kpk geledah rumah bupati langkat  ,Negative
@Adi_8002 Semua di sini tau siapa cana (terbit rencana) dari kemaren @KAPOLDAsumut seolah2 membela dgn sllu mengata… https://t.co/xhInfRrVrx, semua di sini tau siapa cana  terbit rencana  dari kemaren   membela dgn sllu mengata ,Neutral
"Kerangkeng manusia di kediaman bapak Bupati Langkat tidak lah benar, karena itu adalah tempat rehab yang di buat ba… https://t.co/uQ0Tngmx6k",kerangkeng manusia di kediaman bapak bupati langkat tidak lah benar  karena itu adalah tempat rehab yang di buat ba ,Positive
"Tuhan, si bangsat bupati langkat ini mending gausah lama lama hidup di bumi.. neraka terdalam it is! https://t.co/2hdqjEqKux",tuhan  si bangsat bupati langkat ini mending gausah lama lama hidup di bumi   neraka terdalam it is  ,Negative
Ini FAKTA masih adanya manusia2 yg dikerangkeng di rumah Bupati Langkat yg dipekerjakan membabat hutan utk lahan pe… https://t.co/orm3bBCXn9,ini fakta masih adanya  yg dikerangkeng di rumah bupati langkat yg dipekerjakan membabat hutan utk lahan pe ,Neutral
"Kolombia punya mafia narkoba, Langkat punya mafia galian c dan hasil perkebunan hiya hiyaaa. Kolombia mafianya dudu… https://t.co/wqCNBBfPOw",kolombia punya mafia narkoba  langkat punya mafia galian c dan hasil perkebunan hiya hiyaaa  kolombia mafianya dudu ,Negative
"Alibi Rehabilitasi Pecandu Narkoba, Polri Tetap Tak Membenarkan Bupati Langkat Kerangkeng Manusia… https://t.co/b0EXdq7PvI",alibi rehabilitasi pecandu narkoba  polri tetap tak membenarkan bupati langkat kerangkeng manusia ,Negative
"anak Bupati Langkat:
""pa, aku mau ikut fs sama haechan tpi harus beli album, tf in dong pa""",anak bupati langkat   pa  aku mau ikut fs sama haechan tpi harus beli album  tf in dong pa ,Neutral
"Perbudakan oleh bupati Langkat disebut sebagai rehabilitasi oleh  Kapolda Sumut.
Logika cem mana pulak ini? Semakin… https://t.co/4fURGnU29v",perbudakan oleh bupati langkat disebut sebagai rehabilitasi oleh  kapolda sumut  logika cem mana pulak ini  semakin ,Neutral
"@UNYmfs Ini udh di setting sama pemerintah, hastag nya dialihin isu sama bupati langkat. Fix campur tangan pemerint… https://t.co/XNGlCVrGz6", ini udh di setting sama pemerintah  hastag nya dialihin isu sama bupati langkat  fix campur tangan pemerint ,Negative
"@anishidayah bupati langkat, dude it's 2022 already and your mind still berfikir ke belakang ke masa penjajahan
https://t.co/OBMC94xxMg", bupati langkat  dude it s  already and your mind still berfikir ke belakang ke masa penjajahan ,Negative
@tanyakanrl bupati langkat, bupati langkat,Neutral
Melihat kerangkeng manusia di rumah Bupati Langkat. “Kami menduga ini perbudakan modern.” #shorts https://t.co/yAtLIL7Nt1,melihat kerangkeng manusia di rumah bupati langkat  kami menduga ini perbudakan modern   shorts ,Neutral
"@susipudjiastuti belom move on dari masa penjajahan kayanya bu, kalo nga ya dulu nilai pknnya pasti jeblok soal ham… https://t.co/OhKCyfGaCv", belom move on dari masa penjajahan kayanya bu  kalo nga ya dulu nilai pknnya pasti jeblok soal ham ,Negative
APA DASARNYA @DivHumas_Polri MENGATAKAN ORANG ORANG DI DALAM KERANGKENG PRIBADI BUPATI LANGKAT ADALAH WARGA BINAAN… https://t.co/acyGYl6yjs,apa dasarnya  mengatakan orang orang di dalam kerangkeng pribadi bupati langkat adalah warga binaan ,Neutral
Terungkapnya Penemuan 2 Kerangkeng Manusia di Kediaman Bupati Langkat https://t.co/aPZeISiHpo,terungkapnya penemuan  kerangkeng manusia di kediaman bupati langkat ,Neutral
"Pintu dudung #TangkapEdyKadrun 

Penjara di Rumah Bupati Langkat, Puan Tegaskan Hal Ini!

https://t.co/crEL5W3eUO",pintu dudung  tangkapedykadrun   penjara di rumah bupati langkat  puan tegaskan hal ini   ,Neutral
hah gimanaa? bupati langkat punya penjara sendiri di rumah pribadinya buat perbudakan? gilaaakkkk,hah gimanaa  bupati langkat punya penjara sendiri di rumah pribadinya buat perbudakan  gilaaakkkk,Neutral
Kepada bapak @ListyoSigitP pecat aja Polda Sumatera itu yang fikung bupati langkat semua pejabat di bela udah jelas… https://t.co/wKRUS6SIHr,kepada bapak  pecat aja polda sumatera itu yang fikung bupati langkat semua pejabat di bela udah jelas ,Neutral
"@KompasTV Apakah penjara/kerengkeng pribadi seperti punya Bupati Langkat ada diatur dalam Undang undang?..
Lalu hak… https://t.co/KSw6UX6h6Y", apakah penjara kerengkeng pribadi seperti punya bupati langkat ada diatur dalam undang undang    lalu hak ,Neutral
Najis bgt tiap baca berita bupati langkat. Itu apakabar anak istri nya? Masa iya sekeluarga dajjal semua?? Fix kaga… https://t.co/zNHwg83t8W,najis bgt tiap baca berita bupati langkat  itu apakabar anak istri nya  masa iya sekeluarga dajjal semua   fix kaga ,Negative
Kok jek gak iso mikir utekku. Beritae bupati langkat,kok jek gak iso mikir utekku  beritae bupati langkat,Negative
"JAKARTA, https://t.co/baxKt9L7gQ – Kepolisian Daerah (Polda) Sumatera Utara (Sumut) mendalami temuan adanya kerangk… https://t.co/HGCql7vLCS",jakarta   – kepolisian daerah  polda  sumatera utara  sumut  mendalami temuan adanya kerangk ,Neutral
"#TangkapEdyKadrun

Bupati Langkat

https://t.co/4XwH0YF2tm - Kerangkeng manusia di rumah Bupati nonaktif Langkat Te… https://t.co/isImaELgPh", tangkapedykadrun  bupati langkat     kerangkeng manusia di rumah bupati nonaktif langkat te ,Neutral
"Tak cuma punya kerangkeng manusia, dosa besar dari Bupati Langkat terus bertambah usai ditemukan penemuan baru yang… https://t.co/lwTRzQMiGZ",tak cuma punya kerangkeng manusia  dosa besar dari bupati langkat terus bertambah usai ditemukan penemuan baru yang ,Negative
"bupati langkat, please dulu sekolah belajar ham nga si
https://t.co/OBMC94xxMg",bupati langkat  please dulu sekolah belajar ham nga si ,Positive
"sebetulnya road poneglyph terakhir bukan di onigashima

tapi di rumah bupati langkat  https://t.co/0ovlBZCIfB",sebetulnya road poneglyph terakhir bukan di onigashima  tapi di rumah bupati langkat  ,Neutral
Bupati Langkat bedebah !!! Hukum mati orang gini.,bupati langkat bedebah     hukum mati orang gini ,Neutral
"Bupati Langkat ini termasuk sosok yg ditakuti, bahkan sampai dia ditangkap, banyak warga sekitar tidak berani speak… https://t.co/byFyAcp78v",bupati langkat ini termasuk sosok yg ditakuti  bahkan sampai dia ditangkap  banyak warga sekitar tidak berani speak ,Neutral
"Kerangkeng di Rumah Bupati Langkat, 11 Orang Diperiksa Polisi https://t.co/Bgy9UJZhPT",kerangkeng di rumah bupati langkat   orang diperiksa polisi ,Neutral
#DiskusiInteraktifElshinta: Apa yang harus dilakukan untuk mengusut tuntas apa yg sebenarnya dilakukan Bupati Langk… https://t.co/EuIlWlFG2w, diskusiinteraktifelshinta  apa yang harus dilakukan untuk mengusut tuntas apa yg sebenarnya dilakukan bupati langk ,Positive
"Selain Kerangkeng Manusia, Rumah Bupati Langkat Ditemukan Orangutan https://t.co/iJ47WhH0tA",selain kerangkeng manusia  rumah bupati langkat ditemukan orangutan ,Neutral
Unik juga nama Bupati Langkat yang sedang tersandung kasus hukum hingga dugaan perbudakan atas tahanan di kebun saw… https://t.co/75M6u7e8DC,unik juga nama bupati langkat yang sedang tersandung kasus hukum hingga dugaan perbudakan atas tahanan di kebun saw ,Negative
"Ya Allah apa yang kurang dengan bupati Langkat ini
Jika memang benar dugaan adanya perbudakan pekerja sawit
Astaghf… https://t.co/P49o3h0cGZ",ya allah apa yang kurang dengan bupati langkat ini jika memang benar dugaan adanya perbudakan pekerja sawit astaghf ,Neutral
"Mending pak atan langkat main tiktokan ,daripada Bupati langkat biadab nyiksa orang !! https://t.co/WVWI9oZNn3",mending pak atan langkat main tiktokan  daripada bupati langkat biadab nyiksa orang    ,Negative
"Kerangkeng Manusia di Rumah Bupati Langkat Bukan Tempat Rehabilitasi, BNN: Itu Ilegal Tak Berizin 

#BupatiLangkat… https://t.co/0yWDpJKODX",kerangkeng manusia di rumah bupati langkat bukan tempat rehabilitasi  bnn  itu ilegal tak berizin    bupatilangkat ,Negative
"HEADLINE: Temuan Kerangkeng Manusia di Rumah Bupati Langkat, Pelanggaran HAM? https://t.co/aYbFxn15YC",headline  temuan kerangkeng manusia di rumah bupati langkat  pelanggaran ham  ,Negative
"malem2 liat berita lanjutan bupati langkat, gila lah ni org duitny drmn aj ya. rumahnya gde bgt ga bs disandingin c… https://t.co/C7OHXMvgBH", liat berita lanjutan bupati langkat  gila lah ni org duitny drmn aj ya  rumahnya gde bgt ga bs disandingin c ,Negative
that bupati langkat case...,that bupati langkat case   ,Neutral
"NFT baru dari Bupati Langkat , tersedia di ⬇️⬇️⬇️

https://t.co/LljB6Kt1SX

#NFTCommmunity #NFTs #NFTCommunity #NFT https://t.co/tJagpZjpOM",nft baru dari bupati langkat   tersedia di      nftcommmunity  nfts  nftcommunity  nft ,Neutral
@VIVAcoid bupati langkat radikal, bupati langkat radikal,Negative
"""Presiden juga harus mengevaluasi jajarannya apabila ada yang diduga terlibat untuk mengetahui adanya praktik ini,”… https://t.co/sN1xZu5jia", presiden juga harus mengevaluasi jajarannya apabila ada yang diduga terlibat untuk mengetahui adanya praktik ini  ,Negative
@vanillalatt6e @follsun_ncit @cloudyoshbae Dia anak bupati langkat dev. Yang menyiksa pekerja sawit itu yang punya… https://t.co/VDVpWysroX,   dia anak bupati langkat dev  yang menyiksa pekerja sawit itu yang punya ,Negative
kasus bupati langkat ngeri banget anying,kasus bupati langkat ngeri banget anying,Negative
"Bupati Langkat selain tidak berperikemanusian, dia juga tidak berperikehewanan.
Usut tuntas!

#BupatiLangkat https://t.co/FPDcm9hrMM",bupati langkat selain tidak berperikemanusian  dia juga tidak berperikehewanan  usut tuntas    bupatilangkat ,Positive
"@susipudjiastuti Ni Bu Susi ada berita terbaru tentang Bupati Langkat. Menurut informasi, yang dikerengkeng itu par… https://t.co/66Glg0ewX0", ni bu susi ada berita terbaru tentang bupati langkat  menurut informasi  yang dikerengkeng itu par ,Neutral
Perbudakan di Rumah Bupati Langkat Sudah 10 Tahun. Ada Juga Kerangkeng Manusia! https://t.co/F12xWSdEkr,perbudakan di rumah bupati langkat sudah  tahun  ada juga kerangkeng manusia  ,Neutral
"Pak Polisi, tak ada hukum yg membenarkan seorang pejabat punya sel tahanan pribadi, apalagi disertai kerangkeng dan… https://t.co/qF8t9wdFkl",pak polisi  tak ada hukum yg membenarkan seorang pejabat punya sel tahanan pribadi  apalagi disertai kerangkeng dan ,Negative
@nightbasss Anak bupati langkat ngidol pake duit korupsi bapaknya, anak bupati langkat ngidol pake duit korupsi bapaknya,Negative
"Ada lagi bikin kandang kambing abis 2 milyar, coba itu bupati langkat diperiksa jangan2 bikin kandang orang pake AP… https://t.co/jdlRWCr3q6",ada lagi bikin kandang kambing abis  milyar  coba itu bupati langkat diperiksa  bikin kandang orang pake ap ,Neutral
"BERKEDOK Rehabilitasi Narkoba, Terbongkar Aib Oknum Bupati, Paksa Pemuda Kerja 10 Jam Tanpa Gaji: 10 tahun disembun… https://t.co/DjJTcG7SVG",berkedok rehabilitasi narkoba  terbongkar aib oknum bupati  paksa pemuda kerja  jam tanpa gaji   tahun disembun ,Negative
Ajg lah serem bgt cok berita soal bupati langkat,ajg lah serem bgt cok berita soal bupati langkat,Neutral
berita dari hari kemarin sampe hari ini yg bener-bener bikin ngerasa mual adalah soal kerangkeng perbudakan manusia… https://t.co/OZ3MIoczbX,berita dari hari kemarin sampe hari ini yg bener bener bikin ngerasa mual adalah soal kerangkeng perbudakan manusia ,Neutral
YaAllah jahat banget Bpk Bupati Langkat. Semoga kasusnya segera diusut tuntas 😭☹️😡😭,yaallah jahat banget bpk bupati langkat  semoga kasusnya segera diusut tuntas ,Positive
Bisa gak itu bupati langkat n kader2 nya buat umpan buaya ja #BupatiLangkat,bisa gak itu bupati langkat n  nya buat umpan buaya ja  bupatilangkat,Positive
"Bupati langkat,,,pantas untuk masuk penjara, kayaknya perlu dimiskinkan juga, takutnya nanti hukum yg mempidanakan… https://t.co/nRWoEDKTKo",bupati langkat   pantas untuk masuk penjara  kayaknya perlu dimiskinkan juga  takutnya nanti hukum yg mempidanakan ,Positive
"Coba cek bupati masing-masing dulu, siapa tau punya program pembinaan mandiri kayak di Langkat.",coba cek bupati masing masing dulu  siapa tau punya program pembinaan mandiri kayak di langkat ,Positive
"Main mobile legend 
Ah lu mah gak bisa main rapih tolol lu 
Main rapih dong kek mantan
Bupati Langkat",main mobile legend  ah lu mah gak bisa main rapih tolol lu  main rapih dong kek mantan bupati langkat,Positive
1. Kasus adanya Krangkeng besi berisikan manusia hidup dirumah Bupati Langkat antara murni niat beliau memulihkan p… https://t.co/lPUqQI4nlI,  kasus adanya krangkeng besi berisikan manusia hidup dirumah bupati langkat antara murni niat beliau memulihkan p ,Positive
Susi Pudjiastuti Pertanyakan Sebutan 'Warga Binaan' dan 'Tahanan Pribadi' untuk Kerangkeng Bupati Langkat https://t.co/QX1Y8WUttx,susi pudjiastuti pertanyakan sebutan  warga binaan  dan  tahanan pribadi  untuk kerangkeng bupati langkat ,Negative
Polisi Dihadang Warga Saat Evakuasi Pemuda dari Kerangkeng Rumah Bupati Langkat Non-Aktif? https://t.co/ZX9uHue880 https://t.co/IE9cFVQOuz,polisi dihadang warga saat evakuasi pemuda dari kerangkeng rumah bupati langkat non aktif   ,Neutral
"Wah
WAH!!!!!!!!!! 
GILA GILAAAAA GILA
#BupatiLangkat Punya Penjara Diduga untuk Perbudak Puluhan Pekerja Sawit
Klik… https://t.co/e3K6oUsMUy",wah wah            gila gilaaaaa gila  bupatilangkat punya penjara diduga untuk perbudak puluhan pekerja sawit klik ,Negative
Baca tentang bupati langkat itu kok serem ya,baca tentang bupati langkat itu kok serem ya,Negative
Bekingnya Bupati Langkat di Jakarta siapa dah?,bekingnya bupati langkat di jakarta siapa dah ,Neutral
"@null Selain Kerangkeng Manusia, Ada Orangutan di Rumah Bupati Langkat Terkuak dugaan   https://t.co/Pu8ue8gjBq", selain kerangkeng manusia  ada orangutan di rumah bupati langkat terkuak dugaan   ,Negative
"@null Selain Kerangkeng Manusia, Ada Orangutan di Rumah Bupati Langkat Terkuak dugaan   https://t.co/VQj9V5pqzk", selain kerangkeng manusia  ada orangutan di rumah bupati langkat terkuak dugaan   ,Negative
"@mei_peseek Ntar lg jg gantian ko. Yakin ga? 
Aktifis Ham mana suaranya? Masa ia cuma kontes sama lord. Cobain tuh… https://t.co/4DjywWnRhB", ntar lg jg gantian ko  yakin ga   aktifis ham mana suaranya  masa ia cuma kontes sama lord  cobain tuh ,Neutral
Lagi mau ngumpulin anak Langkat yang sekarang diperantauan. Kira-kira apa ya harapannya untuk langkat kedepannya?… https://t.co/0RR6jh3Gf5,lagi mau ngumpulin anak langkat yang sekarang diperantauan  kira kira apa ya harapannya untuk langkat kedepannya  ,Neutral
"#TangkapEdyKadrun #kalimantan
Dudung bupati langkat lisa jerome
#KimGoEun #KimSeonHo https://t.co/5lrIwO7odA", tangkapedykadrun  kalimantan dudung bupati langkat lisa jerome  kimgoeun  kimseonho ,Neutral
@KompasTV Ngeri2..mabes polri harus bertindak tegas..ke pada bupati langkat karna udh berbuat semena2,   mabes polri harus bertindak tegas  ke pada bupati langkat karna udh berbuat ,Positive
"Di luar kasusnya, nama Bupati nonaktif Langkat ini unik banget sih.",di luar kasusnya  nama bupati nonaktif langkat ini unik banget sih ,Positive
Tidak cukup dengan kata biadap mesti ditambahkan kalimat sampah peradaban untuk Bupati Langkat.,tidak cukup dengan kata biadap mesti ditambahkan kalimat sampah peradaban untuk bupati langkat ,Neutral
"Orang Kaya Tahun 2000an
Punya Mobil Pribadi = ☑
Punya Kebun Pribadi = ☑
Punya Rumah Pribadi = ☑ 
Punya Satpam Priba… https://t.co/koKA8LRqCV",orang kaya tahun  punya mobil pribadi    punya kebun pribadi    punya rumah pribadi     punya satpam priba ,Neutral
"Bupati Langkat,budak nya DUNIA !!! https://t.co/1wS9hndssR",bupati langkat budak nya dunia     ,Neutral
Temuan kerangkeng manusia di rumah Bupati Langkat harus diusut https://t.co/RY1U58mbB9,temuan kerangkeng manusia di rumah bupati langkat harus diusut ,Neutral
"sedih bgt abis baca berita yg kerangkeng manusia milik Bupati Langkat. Ko ada ya pejabat yg kaya begitu, tega bgt 😭",sedih bgt abis baca berita yg kerangkeng manusia milik bupati langkat  ko ada ya pejabat yg kaya begitu  tega bgt ,Negative
Albarn vs Swift adalah pengalihan isu bupati langkat,albarn vs swift adalah pengalihan isu bupati langkat,Negative
"Seharian mood rusak gara2 bupati langkat tai 
Makasih bnget loh",seharian mood rusak  bupati langkat tai  makasih bnget loh,Negative
Itu bupati langkat beneran mirip jabba the hutt 😭,itu bupati langkat beneran mirip jabba the hutt ,Neutral
Polda Sumatera Utara mengungkap fakta baru terkait kerangkeng manusia di lahan belakang rumah pribadi Bupati Langka… https://t.co/gZJ6DamIHK,polda sumatera utara mengungkap fakta baru terkait kerangkeng manusia di lahan belakang rumah pribadi bupati langka ,Positive
"JUAL NETFLIX PREMIUM MURAH

SHARING
45K/bulan
130/3bulan

PRIVATE
195K/bulan

MINAT DM/WA

youtube spotify disney h… https://t.co/TPZBhhP1un",jual netflix premium murah  sharing  bulan    private  bulan  minat dm wa  youtube spotify disney h ,Positive
"Setelah kasus Bupati Langkat ini, di kepala saya istilah ""pembinaan"" sudah bertambah lagi maknanya. 

Samalah cerit… https://t.co/m53AFhQlP4",setelah kasus bupati langkat ini  di kepala saya istilah  pembinaan  sudah bertambah lagi maknanya    samalah cerit ,Negative
bupati langkat serem banget….,bupati langkat serem banget ,Neutral
"Terkuak ngerinya perlakuan kepada pekerja sebelum dimasukkan ke kerangkeng di rumah Bupati Langkat, diduga terlebih… https://t.co/eoLqxALsjI",terkuak ngerinya perlakuan kepada pekerja sebelum dimasukkan ke kerangkeng di rumah bupati langkat  diduga terlebih ,Negative
